product_name,product_category_tree,retail_price,discounted_price,product_rating,overall_rating,brand,is_FK_Advantage_product,Stock_Level,Quantity,Rarity,Rarity_Encoded,Category_Encoded,Brand_Encoded
Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",695.0,295.0,5.0,5.0,Hi Look,0,133,76,Low,0,292,137
Tenda A5,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",1999.0,1999.0,5.0,5.0,Tenda,0,15,45,Medium,1,217,337
JDX Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",1299.0,380.0,5.0,5.0,JDX,0,189,2,Medium,1,292,155
ETTI ESJ72_MULTI Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",1200.0,250.0,5.0,5.0,ETTI,0,182,27,Low,0,292,100
D-Link DIR-816 Wireless AC750 Dual Band Router,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",4200.0,2059.0,4.0,4.0,D-Link,1,155,95,High,2,200,76
Netis WF2412,"[""Computers >> Network Components >> Routers >> Netis Routers""]",1500.0,695.0,4.2,4.2,Netis,0,163,36,Medium,1,211,222
D-Link DIR-810L,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",4399.0,2499.0,3.8,3.8,D-Link,0,46,36,High,2,200,76
iBall iB-W4GX150N 4G Wireless N Router,"[""Computers >> Network Components >> Routers >> iBall Routers""]",2499.0,1995.0,3.2,3.2,iBall,0,103,26,Low,0,223,391
TP-Link TD-W8960N,"[""Computers >> Network Components >> Routers >> TP-Link Routers""]",2300.0,1649.0,5.0,5.0,TP-Link,0,11,43,Medium,1,215,334
Fayon Red chic Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",1200.0,480.0,5.0,5.0,Fayon,0,148,27,High,2,292,117
Netgear JNR3210 N300 Wireless Gigabit Router,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",3299.0,2498.0,4.2,4.2,Netgear,1,94,69,Medium,1,210,221
D-Link DWR-111-3G Router with WAN Auto Failure,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",2310.0,1025.0,4.2,4.2,D-Link,0,116,20,Low,0,200,76
Edimax AR-7286WNA,"[""Computers >> Network Components >> Routers >> Edimax Routers""]",3699.0,1990.0,5.0,5.0,Edimax,0,64,11,High,2,202,103
Belkin Share Modem (N) Router,"[""Computers >> Network Components >> Routers >> Belkin Routers""]",6249.0,6249.0,3.7,3.7,Belkin,1,117,74,Low,0,195,35
FashBlush Forever New BlackBead Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",2999.0,199.0,2.3,2.3,FashBlush,0,6,38,Low,0,292,113
Asus Wireless-N150 ADSL Modem Router,"[""Computers >> Network Components >> Routers >> Asus Routers""]",5000.0,5000.0,3.9,3.9,Asus,1,133,6,Medium,1,193,23
Belkin Wireless Dual-Band Travel Router,"[""Computers >> Network Components >> Routers >> Belkin Routers""]",3699.0,2499.0,4.0,4.0,Belkin,0,52,72,High,2,195,35
Asus RT-N12 D1 Router,"[""Computers >> Network Components >> Routers >> Asus Routers""]",4000.0,1600.0,4.2,4.2,Asus,0,144,23,Low,0,193,23
Tenda TE-FH1202 Wireless High Power AC1200 Dual Band Gigabit WiFi Router,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",7500.0,4239.0,2.8,2.8,Tenda,0,41,47,Low,0,217,337
Asus RT-N12C1 Router,"[""Computers >> Network Components >> Routers >> Asus Routers""]",2600.0,1875.0,3.8,3.8,Asus,0,164,90,High,2,193,23
WD My Net N900 HD Dual-Band,"[""Computers >> Network Components >> Routers >> WD Routers""]",15999.0,12316.0,3.0,3.0,WD,1,13,46,Low,0,220,370
Netgear WNR614 Wireless N300 Router,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",2250.0,1200.0,4.0,4.0,Netgear,1,103,12,Low,0,210,221
Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",695.0,395.0,5.0,5.0,Hi Look,0,151,90,High,2,292,137
Apple AirPort Express Base Station Wireless Router,"[""Computers >> Network Components >> Routers >> Apple Routers""]",6800.0,6399.0,4.9,4.9,Apple,1,52,13,High,2,192,19
TP-LINK TL-WA750RE,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",2499.0,1330.0,4.3,4.3,TP-LINK,1,135,62,High,2,214,333
TP-LINK Archer C20i AC750 Wireless Dual Band Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",3199.0,2200.0,4.1,4.1,TP-LINK,0,152,82,High,2,214,333
Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",495.0,396.0,5.0,5.0,Hi Look,0,156,89,Medium,1,292,137
Lava W520 3G Router,"[""Computers >> Network Components >> Routers >> Lava Routers""]",2999.0,1350.0,3.7,3.7,Lava,0,58,97,High,2,207,179
Asus RT-N66U Dual-Band Wireless-N900 Gigabit Router,"[""Computers >> Network Components >> Routers >> Asus Routers""]",15500.0,10556.0,4.5,4.5,Asus,1,124,60,Medium,1,193,23
TRENDnet N150 Wireless Router,"[""Computers >> Network Components >> Routers >> TRENDnet Routers""]",2599.0,1199.0,5.0,5.0,TRENDnet,1,165,43,Medium,1,216,335
JDX Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",450.0,380.0,5.0,5.0,JDX,0,156,76,Medium,1,292,155
TP-LINK TL-WR841HP 300 Mbps High Power Wireless N Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",3999.0,2599.0,2.9,2.9,TP-LINK,1,120,68,Low,0,214,333
Belkin Basic (N150) Router,"[""Computers >> Network Components >> Routers >> Belkin Routers""]",2399.0,2399.0,4.0,4.0,Belkin,1,79,5,Medium,1,195,35
Netis WF2419,"[""Computers >> Network Components >> Routers >> Netis Routers""]",1700.0,1250.0,1.0,1.0,Netis,0,117,37,Medium,1,211,222
iBall iB-WRX300NP 300 Mbps Extreme High Power Wireless N Router,"[""Computers >> Network Components >> Routers >> iBall Routers""]",2799.0,1799.0,4.0,4.0,iBall,0,168,72,Low,0,223,391
Tenda F303 Wireless N300 Easy Setup Router,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",3500.0,1315.0,3.3,3.3,Tenda,0,170,92,Low,0,217,337
Comfast CF-WR500N,"[""Computers >> Network Components >> Routers >> Comfast Routers""]",1500.0,1390.0,5.0,5.0,Comfast,0,108,31,Low,0,197,69
Huawei WS319 300 Mbps Wireless N Router,"[""Computers >> Network Components >> Routers >> Huawei Routers""]",1899.0,1395.0,2.3,2.3,Huawei,1,88,9,High,2,203,142
TP-LINK TL-WR702N 150Mbps Wireless N Nano Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",1599.0,949.0,4.2,4.2,TP-LINK,0,116,51,Low,0,214,333
JDX Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",620.0,299.0,4.8,4.8,JDX,0,103,29,Low,0,292,155
iBall 150M eXtreme Wireless-N Router,"[""Computers >> Network Components >> Routers >> iBall Routers""]",1399.0,929.0,4.2,4.2,iBall,0,157,78,Medium,1,223,391
Asus DSL-N10E Wireless-N150 ADSL Modem Router,"[""Computers >> Network Components >> Routers >> Asus Routers""]",3690.0,2000.0,4.2,4.2,Asus,0,97,40,Low,0,193,23
JDX Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",599.0,299.0,5.0,5.0,JDX,0,150,41,High,2,292,155
Linksys RE2000 Wireless Range Extender N300 Dual Band,"[""Computers >> Network Components >> Routers >> Linksys Routers""]",7999.0,5350.0,5.0,5.0,Linksys,1,132,86,Low,0,209,185
Tenda A6,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",1800.0,1399.0,4.8,4.8,Tenda,0,114,11,High,2,217,337
iBall 300M Wireless-N ADSL2+ 3G Router,"[""Computers >> Network Components >> Routers >> iBall Routers""]",2700.0,2050.0,4.4,4.4,iBall,0,86,23,Low,0,223,391
TP-LINK TL-MR3220 3G/4G Wireless N Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",2899.0,1531.0,4.2,4.2,TP-LINK,0,198,1,Low,0,214,333
Tenda TE-D820R,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",1400.0,799.0,5.0,5.0,Tenda,0,58,46,Low,0,217,337
Tenda N60,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",7500.0,3600.0,5.0,5.0,Tenda,0,167,21,Low,0,217,337
Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",695.0,265.0,5.0,5.0,Hi Look,0,193,90,High,2,292,137
JDX Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",450.0,299.0,5.0,5.0,JDX,0,173,36,High,2,292,155
Onnet 3000OCURRO 3G Wifi Router,"[""Computers >> Network Components >> Routers >> Onnet Routers""]",2999.0,1850.0,5.0,5.0,Onnet,0,165,54,Medium,1,212,234
ISUN ISN V01,"[""Computers >> Network Components >> Routers >> ISUN Routers""]",2250.0,1599.0,4.0,4.0,ISUN,0,72,87,High,2,204,144
ETTI ESJ27_MULTI Crystal Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",300.0,99.0,4.3,4.3,ETTI,0,37,57,Low,0,292,100
Asus RT-N14U Wireless-N300 Cloud,"[""Computers >> Network Components >> Routers >> Asus Routers""]",6999.0,5600.0,4.2,4.2,Asus,0,146,1,Medium,1,193,23
Indian Charm Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",449.0,404.0,5.0,5.0,Indian Charm,0,25,63,Medium,1,292,147
Lava W200 3G Router,"[""Computers >> Network Components >> Routers >> Lava Routers""]",2999.0,950.0,3.4,3.4,Lava,0,52,54,Medium,1,207,179
Junk Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",359.0,300.0,5.0,5.0,Junk,0,152,55,Low,0,292,166
TP-LINK TL-WR841N 300Mbps Wireless N Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",2500.0,1118.0,4.2,4.2,TP-LINK,1,132,40,High,2,214,333
Tenda FH330,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",3500.0,1705.0,4.0,4.0,Tenda,0,140,15,Low,0,217,337
Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",645.0,484.0,5.0,5.0,Hi Look,0,139,21,Medium,1,292,137
D-Link DIR-605L Wireless N300 Cloud Router,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",3500.0,1649.0,4.1,4.1,D-Link,0,199,47,Low,0,200,76
Edimax BR-6228NS V2,"[""Computers >> Network Components >> Routers >> Edimax Routers""]",1999.0,890.0,4.5,4.5,Edimax,1,149,73,Low,0,202,103
TP-Link Archer C20 AC750 Dual Band Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",5399.0,2150.0,4.4,4.4,TP-LINK,1,132,53,High,2,214,333
Netgear N300 Wireless ADSL2+ Modem Router Mobile Broadband Edition (DGN2200M),"[""Computers >> Network Components >> Routers >> Netgear Routers""]",6400.0,5450.0,4.0,4.0,Netgear,0,37,9,High,2,210,221
NETGEAR WNDR4000 N750 WIRELESS DUAL BAND GIGABIT Router,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",12900.0,9310.0,5.0,5.0,Netgear,1,180,74,Medium,1,210,221
Tenda 3G300M,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",3000.0,1718.0,4.0,4.0,Tenda,0,191,52,Low,0,217,337
Giftwallas Crystal Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",349.0,299.0,3.0,3.0,Giftwallas,0,119,57,Low,0,292,125
Huawei WS322 -300 Mbps Mini Wireless Router Cum Repeater,"[""Computers >> Network Components >> Routers >> Huawei Routers""]",2790.0,1899.0,4.3,4.3,Huawei,1,123,26,High,2,203,142
SMC WBR14S,"[""Computers >> Network Components >> Routers >> SMC Routers""]",1590.0,690.0,3.5,3.5,SMC,0,26,41,Low,0,213,288
Netgear JWNR2010 N300 Wireless Router,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",2500.0,1367.0,3.9,3.9,Netgear,1,162,35,Low,0,210,221
Informatix Acrylic Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",1299.0,399.0,1.0,1.0,Informatix,0,42,63,Low,0,292,149
Belkin Dual-Band Wireless Range Extender,"[""Computers >> Network Components >> Routers >> Belkin Routers""]",6129.0,4399.0,3.4,3.4,Belkin,1,113,25,High,2,195,35
Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",495.0,371.0,1.0,1.0,Hi Look,0,55,90,Medium,1,292,137
Huawei HG532D: ADSL2+ 300 Mbps Modem With Router,"[""Computers >> Network Components >> Routers >> Huawei Routers""]",2500.0,1790.0,4.0,4.0,Huawei,0,186,75,Medium,1,203,142
Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",245.0,215.0,5.0,5.0,Hi Look,0,12,38,Low,0,292,137
Netgear AC2350 Nighthawk X4 Smart WiFi Router (R7500),"[""Computers >> Network Components >> Routers >> Netgear Routers""]",24040.0,14200.0,4.4,4.4,Netgear,0,31,2,Medium,1,210,221
Vodafone R206 i,"[""Computers >> Network Components >> Routers >> Vodafone Routers""]",2999.0,2699.0,5.0,5.0,Vodafone,0,31,7,High,2,219,367
"Aeoss 300Mbps Wireless -N Multifunction Mini Router Repeater LAN Ports, Wall Powered","[""Computers >> Network Components >> Routers >> Aeoss Routers""]",1999.0,1325.0,1.0,1.0,Aeoss,1,25,82,High,2,191,7
TP-LINK N600 Wireless Dual Band,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",5555.0,4550.0,4.0,4.0,TP-LINK,0,34,91,Medium,1,214,333
Netis WF2419 N300 Wireless Router,"[""Computers >> Network Components >> Routers >> Netis Routers""]",1499.0,1250.0,3.5,3.5,Netis,0,101,34,Medium,1,211,222
ETTI ESJ86_MULTI Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",1200.0,250.0,5.0,5.0,ETTI,0,32,91,Low,0,292,100
Cubetek Airmobi iPlay2 Wifi Music Router,"[""Computers >> Network Components >> Routers >> Cubetek Routers""]",3990.0,2499.0,4.6,4.6,Cubetek,0,115,17,Medium,1,198,74
Belkin Basic Surf (N300) Router,"[""Computers >> Network Components >> Routers >> Belkin Routers""]",3099.0,3099.0,3.6,3.6,Belkin,1,196,43,Low,0,195,35
Asus EA-N66 Dual-Band Wireless-N900 Gigabit 3-in-1 AP/Wi-Fi Bridge/Ra,"[""Computers >> Network Components >> Routers >> Asus Routers""]",7105.0,6990.0,3.0,3.0,Asus,0,65,59,Low,0,193,23
Legrand Legrand Myrius 673031 25A Motor Starter White 25 One Way Electrical Switch,"[""Home Improvement >> Electricals >> Switches & Accessories >> Switches & Dimmers""]",492.0,346.0,1.0,1.0,Legrand,0,52,51,High,2,284,180
Netgear AC 750 Wi-Fi Range Extender,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",6570.0,5555.0,3.5,3.5,Netgear,0,151,54,High,2,210,221
"Npplastics 52MM 0.45X DSLR Wide Angle Macro for Nikon, Canon Mechanical Lens Adapter","[""Cameras & Accessories >> Camera Accessories >> Lens Adapters >> Npplastics Lens Adapters""]",2000.0,1800.0,5.0,5.0,Npplastics,0,8,24,High,2,26,230
iBall wr7011a,"[""Computers >> Network Components >> Routers >> iBall Routers""]",1999.0,1080.0,1.0,1.0,iBall,0,39,25,High,2,223,391
Tenda N6,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",3999.0,3246.0,3.7,3.7,Tenda,0,196,71,Medium,1,217,337
D-Link DAP-1320 Wireless Range Extender,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",3500.0,2198.0,4.3,4.3,D-Link,1,53,52,High,2,200,76
Iball WRA300N3GT,"[""Computers >> Network Components >> Routers >> Iball Routers""]",2599.0,1999.0,5.0,5.0,Iball,0,21,70,Medium,1,205,145
Apple ME918HN/A,"[""Computers >> Network Components >> Routers >> Apple Routers""]",14200.0,14200.0,4.7,4.7,Apple,0,176,88,High,2,192,19
Tenda TE-D151 N150 Wireless ADSL2+ Modem Router,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",2800.0,1105.0,4.8,4.8,Tenda,0,162,33,Medium,1,217,337
Wi-Bridge APW40-01,"[""Computers >> Network Components >> Routers >> Wi-Bridge Routers""]",2399.0,600.0,4.1,4.1,Wi-Bridge,0,50,49,Low,0,221,373
Netgear WN2000RPT Universal WiFi Range Extender,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",4420.0,2479.0,3.7,3.7,Netgear,0,121,29,Medium,1,210,221
Tenda W268R,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",1500.0,1030.0,5.0,5.0,Tenda,0,10,63,Medium,1,217,337
"Asus RT-N16 Multi-Functional Gigabit Wireless N with storage, Printer and media server Router","[""Computers >> Network Components >> Routers >> Asus Routers""]",9500.0,6500.0,4.0,4.0,Asus,0,103,22,High,2,193,23
Tenda W150D,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",2500.0,999.0,3.7,3.7,Tenda,0,128,26,Medium,1,217,337
Asus RT-N15U Wireless-N300 Gigabit Router,"[""Computers >> Network Components >> Routers >> Asus Routers""]",5500.0,5500.0,4.7,4.7,Asus,0,41,28,Low,0,193,23
Toto Link F1 150 Mbps Wireless N SOHO Fiber Router,"[""Computers >> Network Components >> Routers >> Toto Link Routers""]",3999.0,1710.0,2.2,2.2,Toto Link,0,28,85,Low,0,218,345
iZOTRON WR40003G 3G Pocket Router,"[""Computers >> Network Components >> Routers >> iZOTRON Routers""]",3300.0,1995.0,4.8,4.8,iZOTRON,0,97,49,High,2,224,392
TP-LINK 4-Port Cable/DSL/TL-R460,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",1199.0,1199.0,3.0,3.0,TP-LINK,1,50,71,Low,0,214,333
Belkin Play Max Router,"[""Computers >> Network Components >> Routers >> Belkin Routers""]",8199.0,8199.0,3.9,3.9,Belkin,1,185,81,Medium,1,195,35
"Dress Villa Acrylic, Alloy Necklace","[""Jewellery >> Necklaces & Chains >> Necklaces""]",899.0,449.0,5.0,5.0,Dress Villa,0,99,84,Low,0,292,96
Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",395.0,265.0,4.5,4.5,Hi Look,0,103,49,High,2,292,137
TP-LINK TL-WDR4300 N750 Wireless Dual Band Gigabit Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",9999.0,5300.0,3.5,3.5,TP-LINK,1,192,20,Medium,1,214,333
Binatone WR1500N,"[""Computers >> Network Components >> Routers >> Binatone Routers""]",1995.0,895.0,1.0,1.0,Binatone,0,120,86,High,2,196,39
D-Link DIR-505 All-in-one Mobile Companion Router,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",2800.0,1340.0,3.9,3.9,D-Link,0,195,92,Medium,1,200,76
"Indian Charm Glass, Metal Necklace","[""Jewellery >> Necklaces & Chains >> Necklaces""]",499.0,449.0,5.0,5.0,Indian Charm,0,164,63,Low,0,292,147
Jewellerywale Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",2300.0,449.0,5.0,5.0,Jewellerywale,0,165,61,High,2,292,160
Zyxel VMG1312-B10A VDSL2 Wireless N VDSL2 4-port Gateway with USB,"[""Computers >> Network Components >> Routers >> Zyxel Routers""]",7192.0,5700.0,4.0,4.0,Zyxel,0,71,49,High,2,222,389
Netgear D3600 N600 Dual Band Gigabit Wi-Fi Modem Router,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",9600.0,6190.0,5.0,5.0,Netgear,1,132,71,Medium,1,210,221
D-Link DSL-2520U,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",1449.0,800.0,4.1,4.1,D-Link,0,22,1,High,2,200,76
DressVilla Beads Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",1299.0,499.0,3.2,3.2,DressVilla,0,29,96,Medium,1,292,97
TP-LINK 300 Mbps Universal WiFi,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",2999.0,1887.0,4.3,4.3,TP-LINK,0,58,13,Medium,1,214,333
TP-LINK TD-W8970,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",6700.0,4850.0,3.0,3.0,TP-LINK,1,62,94,Medium,1,214,333
TP-LINK TD-W8151N 150Mbps Wireless N ADSL2 Modem Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",1999.0,1414.0,4.3,4.3,TP-LINK,0,71,87,Medium,1,214,333
JDX Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",599.0,299.0,4.9,4.9,JDX,0,108,51,Low,0,292,155
Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",895.0,215.0,3.0,3.0,Hi Look,0,178,56,Medium,1,292,137
Linksys EA6700 Dual Band N450+AC1300 HD Video Pro,"[""Computers >> Network Components >> Routers >> Linksys Routers""]",21999.0,15200.0,5.0,5.0,Linksys,1,28,83,High,2,209,185
Netgear D1500,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",2450.0,1590.0,3.9,3.9,Netgear,1,118,62,Low,0,210,221
D-Link DIR-803,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",4200.0,1859.0,4.2,4.2,D-Link,1,36,32,High,2,200,76
TP-LINK TL-WA830RE 300 Mbps Wireless N Range Extender,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",2999.0,1910.0,3.6,3.6,TP-LINK,0,179,30,Low,0,214,333
JDX Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",650.0,350.0,5.0,5.0,JDX,0,90,29,Medium,1,292,155
TP-LINK Archer C2 AC750 Wireless Dual Band Gigabit Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",5999.0,3790.0,3.6,3.6,TP-LINK,1,155,49,Low,0,214,333
D-Link DIR-600 N150 Wireless Router,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",2450.0,999.0,4.1,4.1,D-Link,0,198,45,Low,0,200,76
D-LINK DIR-510L,"[""Computers >> Network Components >> Routers >> D-LINK Routers""]",8610.0,2999.0,1.0,1.0,D-LINK,0,131,93,High,2,199,75
TRENDnet N300 Wireless Home Router,"[""Computers >> Network Components >> Routers >> TRENDnet Routers""]",2850.0,1220.0,5.0,5.0,TRENDnet,0,159,30,High,2,216,335
Asus DSL-N12U Wireless-N300 ADSL Modem,"[""Computers >> Network Components >> Routers >> Asus Routers""]",8000.0,2790.0,3.8,3.8,Asus,0,134,16,Medium,1,193,23
D-Link DIR-600L,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",2730.0,1079.0,4.2,4.2,D-Link,0,21,40,Low,0,200,76
Digisol 300 Mbps Wireless ADSL2 Broadband Router,"[""Computers >> Network Components >> Routers >> Digisol Routers""]",3450.0,1950.0,2.5,2.5,Digisol,0,108,19,Low,0,201,92
Netgear MBRN3000 3G Mobile Broadband Wireless-N Router,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",5990.0,4399.0,4.1,4.1,Netgear,0,165,18,Low,0,210,221
Asus DSL-N55U Wireless-N600 Gigabit Router,"[""Computers >> Network Components >> Routers >> Asus Routers""]",11500.0,8200.0,3.9,3.9,Asus,1,141,1,Medium,1,193,23
TP-LINK TL-WDR3600 N600 Wireless Dual Band Gigabit Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",6499.0,4550.0,4.2,4.2,TP-LINK,0,47,78,Medium,1,214,333
Asus RP-N53 Dual-Band Wireless-N600 Range Extender,"[""Computers >> Network Components >> Routers >> Asus Routers""]",7490.0,7490.0,2.5,2.5,Asus,0,180,47,Medium,1,193,23
Tenda TE D-303 N300 ADSL2+ Modem Router with USB port,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",3500.0,1675.0,4.4,4.4,Tenda,1,43,66,Medium,1,217,337
SKC Steering Cover,"[""Automotive >> Car Accessories >> Car Interior >> Steering Covers""]",399.0,198.0,1.0,1.0,SKC,0,174,92,Medium,1,10,287
Digisol 150 Mbps Wireless Green Broadband Router,"[""Computers >> Network Components >> Routers >> Digisol Routers""]",1899.0,1299.0,4.2,4.2,Digisol,0,30,94,High,2,201,92
Jewels Guru Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",999.0,323.0,5.0,5.0,Jewels Guru,0,103,38,Low,0,292,161
TP-LINK TD-W8968 300 Mbps Wireless N USB ADSL2 Modem Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",3399.0,1749.0,4.1,4.1,TP-LINK,1,54,51,Low,0,214,333
Digisol DG-BG4100N,"[""Computers >> Network Components >> Routers >> Digisol Routers""]",2499.0,1399.0,3.0,3.0,Digisol,0,157,63,Low,0,201,92
Wi-Bridge WR3G050-01,"[""Computers >> Network Components >> Routers >> Wi-Bridge Routers""]",2299.0,1350.0,3.2,3.2,Wi-Bridge,0,156,4,Low,0,221,373
Beetel Adsl2 + Router 450TC3 PCI Internal Modem,"[""Computers >> Network Components >> Routers >> Beetel Routers""]",1995.0,1680.0,3.9,3.9,Beetel,0,17,1,Low,0,194,31
Belkin N300 ADSL2 Wireless Router with Modem,"[""Computers >> Network Components >> Routers >> Belkin Routers""]",4499.0,3499.0,3.6,3.6,Belkin,0,64,8,Low,0,195,35
Asus DSL-N12E 300 Mbps Wireless ADSL Modem Router,"[""Computers >> Network Components >> Routers >> Asus Routers""]",5000.0,1899.0,4.2,4.2,Asus,0,139,29,Low,0,193,23
Netgear N600 Wireless Dual Band Gigabit ADSL2 Modem Router (DGND3700),"[""Computers >> Network Components >> Routers >> Netgear Routers""]",12940.0,8800.0,3.6,3.6,Netgear,0,61,55,Low,0,210,221
Tenda 3G622R+,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",3500.0,1913.0,3.7,3.7,Tenda,0,40,3,High,2,217,337
JDX Brass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",1099.0,499.0,5.0,5.0,JDX,0,177,32,Low,0,292,155
D-Link DSL-2750U Wireless N 300 ADSL2+ 4-Port Wi-Fi,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",3140.0,2069.0,4.3,4.3,D-Link,0,24,10,High,2,200,76
Netgear WN3000RP Universal Wi-Fi Range Extender,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",3499.0,2140.0,4.4,4.4,Netgear,1,69,74,Medium,1,210,221
Zingalalaa LP-50 50 lm LED Corded Portable Projector,"[""Computers >> Computer Peripherals >> Portable Projectors >> Zingalalaa Portable Projectors >> Zingalalaa LP-50 50 lm LED Corded Portable Proje...""]",6250.0,3480.0,2.3,2.3,Zingalalaa,0,12,83,Low,0,169,387
totalcare Expert METAL & GLASS SHINER Car Washer,"[""Automotive >> Accessories & Spare parts >> Car & Bike Care >> Vehicle Washing & Cleaning >> Car Washer Liquids >> totalcare Expert METAL & GLASS SHINER Car Washer...""]",288.0,288.0,4.0,4.0,totalcare Expert,0,148,34,Medium,1,3,395
INDIANO Flip Flops,"[""Footwear >> Women's Footwear >> Slippers & Flip Flops >> INDIANO Flip Flops""]",799.0,399.0,5.0,5.0,INDIANO,0,146,97,Medium,1,243,143
Prestige Popular Plus 10 L Pressure Cooker,"[""Kitchen & Dining >> Pressure Cookers & Pans >> Prestige Pressure Cookers & Pans""]",2600.0,2100.0,3.0,3.0,Prestige,0,119,87,Medium,1,328,251
Prestige Deluxe Plus 10 L Pressure Cooker,"[""Kitchen & Dining >> Pressure Cookers & Pans >> Prestige Pressure Cookers & Pans""]",2760.0,2345.0,3.0,3.0,Prestige,0,147,55,High,2,328,251
